sentence,label,text_lower,text_normalized,text_preprocessed
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",neutral,"commenting on the deal , shane lennon , svp of marketing & product development at gypsii said : ?",commenting on the deal shane lennon svp of marketing product development at gypsii said,commenting deal shane lennon svp marketing product development gypsii said
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",positive,"comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",comparable net sales are expected to increase more than < > in < > in line with group target,comparable net sales expected increase line group target
"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",neutral,"componenta has production lines for similar-sized products at karkkila in finland , at weert in the netherlands and at orhangazi in turkey , and these had a combined output of approximately 100,000 tonnes and net sales of eur 135 million in 2007 .",componenta has production lines for similar sized products at karkkila in finland at weert in the netherlands and at orhangazi in turkey and these had a combined output of approximately < > tonnes and net sales of eur < > million in < >,componenta production lines similar sized products karkkila finland weert netherlands orhangazi turkey combined output approximately tonnes net sales eur million
Componenta will also offer a five-year subordinated loan for subscription by the public .,neutral,componenta will also offer a five-year subordinated loan for subscription by the public .,componenta will also offer a five year subordinated loan for subscription by the public,componenta offer year subordinated loan subscription public
CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,neutral,cs cabot 's main consumers on the czech and slovak market are tires producers barum continental and matador continental .,cs cabot s main consumers on the czech and slovak market are tires producers barum continental and matador continental,cs cabot s main consumers czech slovak market tires producers barum continental matador continental
Curators have divided their material into eight themes .,neutral,curators have divided their material into eight themes .,curators have divided their material into eight themes,curators divided material themes
"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",neutral,"currently , 95 % of trainers house 's revenues are attributed to the finnish market .",currently < > of trainers house s revenues are attributed to the finnish market,currently trainers house s revenues attributed finnish market
"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",neutral,"currently , the company uses eight similar reach stackers and four empty container handlers by konecranes .",currently the company uses eight similar reach stackers and four empty container handlers by konecranes,currently company uses similar reach stackers container handlers konecranes
Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,neutral,currently alfred a palmberg is putting the finishing touches to one of finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of vuosaari .,currently alfred a palmberg is putting the finishing touches to one of finland s biggest ever re plumbing and bathroom refurbishment projects also in the district of vuosaari,currently alfred palmberg putting finishing touches finland s biggest plumbing bathroom refurbishment projects district vuosaari
"Currently Glaston employs approximately 1,500 persons .",neutral,"currently glaston employs approximately 1,500 persons .",currently glaston employs approximately < > persons,currently glaston employs approximately persons
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",neutral,"currently it operates a fleet of eight carriers , as well as nine pushers and barges .",currently it operates a fleet of eight carriers as well as nine pushers and barges,currently operates fleet carriers pushers barges
Customers include hotels and restaurants as well as wholesalers and some retailers .,neutral,customers include hotels and restaurants as well as wholesalers and some retailers .,customers include hotels and restaurants as well as wholesalers and some retailers,customers include hotels restaurants wholesalers retailers
