sentence,label,tokens,word_count,char_count
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",positive,"['the', 'omx', 'helsinki', 'index', 'was', 'up', 'pct', 'at', 'and', 'the', 'helsinki', 'cap', 'portfolio', 'index', 'was', 'pct', 'higher', 'at']",18,124
"- So , the sales growth of cars considerably influence on the tires market '' .",neutral,"['so', 'the', 'sales', 'growth', 'of', 'cars', 'considerably', 'influence', 'on', 'the', 'tires', 'market']",12,79
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",neutral,"['a', 'maximum', 'of', 'new', 'shares', 'can', 'further', 'be', 'subscribed', 'for', 'by', 'exercising', 'b', 'options', 'under', 'the', 'stock', 'option', 'plan']",19,120
"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",neutral,"['as', 'a', 'result', 'of', 'the', 'share', 'issue', 'the', 'number', 'of', 'the', 'company', 's', 'shares', 'increases', 'by', 'shares', 'and', 'the', 'share', 'capital', 'by', 'a', 'total', 'of', 'eur']",26,148
"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .",neutral,"['finnish', 'real', 'estate', 'investor', 'sponda', 'plc', 'said', 'on', 'wednesday', 'march', 'that', 'it', 'has', 'signed', 'agreements', 'with', 'danske', 'bank', 'a', 's', 'helsinki', 'branch', 'for', 'a', 'year', 'eur', 'm', 'credit', 'facility', 'and', 'with', 'ilmarinen', 'mutual', 'pension', 'insurance', 'company', 'for', 'a', 'year', 'eur', 'm', 'credit', 'facility']",43,262
"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .",neutral,"['on', 'the', 'route', 'between', 'helsinki', 'in', 'finland', 'and', 'tallinn', 'in', 'estonia', 'cargo', 'volumes', 'increased', 'by', 'while', 'cargo', 'volumes', 'between', 'finland', 'and', 'sweden', 'fell', 'by']",24,160
"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .",neutral,"['other', 'measures', 'included', 'increasing', 'synergies', 'and', 'economies', 'of', 'scale', 'within', 'the', 'grimaldi', 'group', 'and', 'personnel', 'adjustments', 'divestments', 'and', 'redelivery', 'of', 'excess', 'tonnage']",22,168
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",positive,"['rinkuskiai', 'raised', 'the', 'sales', 'by', 'percent', 'to', 'million', 'liters', 'while', 'the', 'sales', 'of', 'kauno', 'alus', 'grew', 'by', 'percent', 'to', 'liters']",20,143
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,neutral,"['telecomworldwire', 'april', 'tj', 'group', 'plc', 'sells', 'stake', 'in', 'morning', 'digital', 'design', 'oy', 'finnish', 'it', 'company', 'tj', 'group', 'plc', 'said', 'on', 'friday', 'april', 'that', 'it', 'had', 'signed', 'an', 'agreement', 'on', 'selling', 'its', 'shares', 'of', 'morning', 'digital', 'design', 'oy', 'to', 'edita', 'oyj']",40,236
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,positive,"['telecomworldwire', 'april', 'tj', 'group', 'plc', 'sells', 'stake', 'in', 'morning', 'digital', 'design', 'oy', 'finnish', 'it', 'company', 'tj', 'group', 'plc', 'said', 'on', 'friday', 'april', 'that', 'it', 'had', 'signed', 'an', 'agreement', 'on', 'selling', 'its', 'shares', 'of', 'morning', 'digital', 'design', 'oy', 'to', 'edita', 'oyj']",40,236
"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",neutral,"['the', 'new', 'series', 'a', 'shares', 'will', 'become', 'subject', 'to', 'trading', 'on', 'the', 'helsinki', 'stock', 'exchange', 's', 'main', 'list', 'together', 'with', 'the', 'old', 'series', 'a', 'shares', 'on', 'july']",27,167
The fuel purchase contracts have been signed with three months ' delivery from this September to November .,neutral,"['the', 'fuel', 'purchase', 'contracts', 'have', 'been', 'signed', 'with', 'three', 'months', 'delivery', 'from', 'this', 'september', 'to', 'november']",16,107
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,"['tiimari', 'operates', 'stores', 'in', 'six', 'countries', 'including', 'its', 'core', 'finnish', 'market', 'and', 'generated', 'a', 'turnover', 'of', 'mln', 'eur', 'in']",19,135
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,positive,"['under', 'this', 'agreement', 'biohit', 'becomes', 'a', 'focus', 'supplier', 'of', 'pipettors', 'and', 'disposable', 'pipettor', 'tips', 'to', 'vwr', 'customers', 'throughout', 'europe']",19,131
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",positive,"['the', 'combination', 'of', 'all', 'services', 'enabling', 'us', 'to', 'offer', 'a', 'complex', 'and', 'strengthened', 'service', 'chain', 'not', 'only', 'limited', 'to', 'the', 'baltic', 'port', 'connections', 'but', 'also', 'for', 'getting', 'access', 'to', 'the', 'world', 'wide', 'grimaldi', 'network', 'into', 'the', 'mediterranean', 'africa', 'and', 'north', 'america', 'says', 'uwe', 'bakosch']",44,276
No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,neutral,"['no', 'blind', 'spots', 'coming', 'from', 'vantage', 'point', 'allows', 'investigators', 'to', 'see', 'the', 'whole', 'story', 'in', 'high', 'resolution', 'with', 'no', 'unbroken', 'video']",21,130
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",positive,"['the', 'company', 'still', 'expects', 'its', 'turnover', 'in', 'to', 'slightly', 'increase', 'from', 'the', 'level', 'of', 'adding', 'that', 'market', 'predictability', 'is', 'still', 'too', 'poor', 'for', 'trustworthy', 'forecasts', 'on', 'the', 'market', 'development', 'of', 'the', 'contract', 'manufacturing', 'business', 'during', 'the', 'current', 'year']",38,267
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,"['the', 'acquisition', 'will', 'considerably', 'increase', 'kemira', 's', 'sales', 'and', 'market', 'position', 'in', 'the', 'russian', 'metal', 'industry', 'coatings', 'market']",18,126
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,"['in', 'january', 'september', 'finnlines', 'net', 'sales', 'rose', 'to', 'eur', 'mn', 'from', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']",18,126
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",positive,"['adjusted', 'for', 'changes', 'in', 'the', 'group', 'structure', 'the', 'division', 's', 'net', 'sales', 'increased', 'by']",14,92
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",positive,"['the', 'change', 'will', 'optimize', 'the', 'operational', 'efficiencies', 'of', 'our', 'growing', 'business', 'said', 'julia', 'prohaska', 'director', 'of', 'marketing', 'communications', 'for', 'fiskars']",20,158
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",positive,"['they', 'would', 'invest', 'not', 'only', 'in', 'the', 'physical', 'infrastructure', 'but', 'would', 'also', 'provide', 'know', 'how', 'for', 'managing', 'and', 'developing', 'science', 'and', 'technology', 'parks', 'said', 'sunrise', 'valley', 'director', 'andrius', 'bagdonas']",29,204
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",positive,"['february', 'finnish', 'broadband', 'data', 'communication', 'systems', 'provider', 'teleste', 'oyj', 'hel', 'tlt', 'v', 'saw', 'its', 'net', 'profit', 'jump', 'to', 'eur', 'm', 'for', 'the', 'last', 'quarter', 'of', 'from', 'eur', 'for', 'the', 'same', 'period', 'of']",32,208
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive,"['finnish', 'aktia', 'group', 's', 'operating', 'profit', 'rose', 'to', 'eur', 'mn', 'in', 'the', 'first', 'quarter', 'of', 'from', 'eur', 'mn', 'in', 'the', 'first', 'quarter', 'of']",23,135
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,positive,"['finnish', 'bank', 'of', 'land', 's', 'consolidated', 'net', 'operating', 'profit', 'increased', 'from', 'eur', 'mn', 'in', 'the', 'first', 'quarter', 'of', 'to', 'eur', 'mn', 'in', 'the', 'first', 'quarter', 'of']",26,159
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",positive,"['finnish', 'financial', 'group', 'aktia', 'reports', 'operating', 'profit', 'of', 'eur', 'mn', 'in', 'january', 'september', 'up', 'from', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']",22,155
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",positive,"['finnish', 'high', 'technology', 'provider', 'vaahto', 'group', 'reports', 'net', 'sales', 'of', 'eur', 'mn', 'in', 'the', 'accounting', 'period', 'september', 'february', 'an', 'increase', 'of', 'from', 'a', 'year', 'earlier']",25,180
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,"['net', 'sales', 'of', 'finnish', 'food', 'industry', 'company', 'l', 'nnen', 'tehtaat', 's', 'continuing', 'operations', 'increased', 'by', 'in', 'to', 'eur', 'mn', 'from', 'eur', 'mn', 'in']",23,153
An individual promotion also generated slightly higher-than-expected revenues .,positive,"['an', 'individual', 'promotion', 'also', 'generated', 'slightly', 'higher', 'than', 'expected', 'revenues']",10,79
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,"['biohit', 'already', 'services', 'many', 'current', 'genesis', 'customers', 'and', 'the', 'customer', 'base', 'is', 'expected', 'to', 'expand', 'as', 'a', 'result', 'of', 'this', 'agreement']",21,130
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,"['both', 'operating', 'profit', 'and', 'turnover', 'for', 'the', 'three', 'month', 'period', 'increased', 'respectively', 'from', 'eur', 'm', 'and', 'eur', 'm', 'as', 'compared', 'to', 'the', 'corresponding', 'period', 'in']",25,167
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,positive,"['circulation', 'revenue', 'has', 'increased', 'by', 'in', 'finland', 'and', 'in', 'sweden', 'in']",11,79
Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn .,positive,"['clothing', 'chain', 'sepp', 'l', 's', 'net', 'sales', 'increased', 'by', 'to', 'eur', 'mn']",12,73
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,"['construction', 'volumes', 'meanwhile', 'grow', 'at', 'a', 'rate', 'of', 'percent', 'annually']",10,73
Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .,positive,"['finnish', 'and', 'swedish', 'construction', 'markets', 'are', 'still', 'experiencing', 'an', 'estimated', 'annual', 'growth', 'in']",13,104
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",positive,"['however', 'biohit', 'estimates', 'its', 'total', 'net', 'sales', 'will', 'continue', 'to', 'grow', 'in', 'and', 'that', 'favourable', 'trends', 'in', 'net', 'sales', 'will', 'lead', 'to', 'a', 'profit', 'in']",25,150
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year .",positive,"['in', 'fiskars', 'cash', 'flow', 'from', 'operating', 'activities', 'amounted', 'to', 'eur', 'm', 'up', 'from', 'eur', 'm', 'in', 'the', 'previous', 'year']",19,115
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,"['in', 'lithuania', 'operating', 'profit', 'rose', 'to', 'eur', 'from', 'eur', 'in', 'the', 'corresponding', 'period', 'in']",14,105
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,"['in', 'the', 'fourth', 'quarter', 'of', 'net', 'sales', 'increased', 'by', 'to', 'eur', 'mn', 'from', 'eur', 'mn', 'in', 'the', 'fourth', 'quarter', 'of']",20,128
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,"['international', 'sales', 'rose', 'by', 'to', 'eur', 'mn']",7,54
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,neutral,"['kalmar', 'espana', 'generated', 'net', 'sales', 'of', 'some', 'mln', 'euro', 'mln', 'in']",11,76
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,"['net', 'sales', 'grew', 'in', 'the', 'period', 'to', 'x', 'ac', 'million', 'us', 'million', 'from', 'x', 'ac', 'million', 'in']",17,100
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive,"['net', 'sales', 'increased', 'to', 'eur', 'm', 'in', 'april', 'to', 'june', 'from', 'eur', 'm', 'a', 'year', 'earlier']",16,82
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces .",positive,"['net', 'sales', 'rose', 'by', 'year', 'on', 'year', 'to', 'eur', 'm', 'as', 'the', 'number', 'of', 'chargers', 'delivered', 'went', 'up', 'by', 'to', 'million', 'pieces']",22,130
